Designator,Footprint,Quantity,Value,LCSC Part #
J1,Edge_1.27mm_02x04,1,Conn_02x04_Odd_Even,
J2,Edge_1.27mm_02x20,1,Conn_02x20,C2881906
J3,Edge_2.54mm_02x20,1,Conn_02x20,C2881906
J4,Edge_2.54mm_02x04,1,Conn_02x04_Odd_Even,
